pl_name,hostname,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_eqt,pl_insol,discoverymethod,disc_year,st_age,st_teff,st_rad,st_mass,st_met,st_logg,sy_snum,sy_pnum,sy_dist
Kepler-1859 c,Kepler-1859,,,3.59645081,,,,Transit,2023,,5845.23,1.16,1.05,0.068,4.33,1,2,1331.25
Kepler-1859 c,Kepler-1859,1.66,,3.59645081,0.0473,1327.0,732.82,Transit,2023,,5887.0,1.24,1.09,0.16,4.29,1,2,1331.25
Kepler-1859 c,Kepler-1859,1.32,,3.5964055,0.0464,1310.0,696.11,Transit,2023,,6190.0,1.07,1.02,-0.16,4.39,1,2,1331.25
Kepler-1859 c,Kepler-1859,1.32,,3.5964055,0.0464,1310.0,696.11,Transit,2023,,6190.0,1.07,1.02,-0.16,4.39,1,2,1331.25
Kepler-1951 b,Kepler-1951,0.88,,20.6577602,0.1359,624.0,35.84,Transit,2021,,5497.0,0.9,0.78,-0.28,4.42,1,1,1277.32
Kepler-1951 b,Kepler-1951,2.321,,20.65780067,,,,Transit,2021,,5468.0,1.31,0.92,0.14,4.17,1,1,1277.32
Kepler-1951 b,Kepler-1951,1.27,,20.6579443,0.1435,728.0,66.27,Transit,2021,,5468.0,1.31,0.92,0.14,4.17,1,1,1277.32
Kepler-1951 b,Kepler-1951,0.88,,20.6577602,0.1359,624.0,35.84,Transit,2021,,5497.0,0.9,0.78,-0.28,4.42,1,1,1277.32
Kepler-1951 b,Kepler-1951,0.88,,20.6577602,0.1359,624.0,35.84,Transit,2021,,5497.0,0.9,0.78,-0.28,4.42,1,1,1277.32
Kepler-1951 b,Kepler-1951,,,20.6579443,,,,Transit,2021,,5391.0,2.04,0.94,,3.79,1,1,1277.32
Kepler-1589 b,Kepler-1589,,,0.99165965,,,,Transit,2016,,5934.0,1.38,1.08,,4.19,1,1,1513.14
Kepler-1589 b,Kepler-1589,0.92,,0.99166527,0.0203,1919.0,3206.91,Transit,2016,,6108.0,1.03,1.13,0.07,4.47,1,1,1513.14
Kepler-1589 b,Kepler-1589,1.09,,0.99166527,,,,Transit,2016,2.75,6166.0,1.25,1.18,0.08,4.32,1,1,1513.14
Kepler-1589 b,Kepler-1589,0.92,,0.99166527,0.0203,1919.0,3206.91,Transit,2016,,6108.0,1.03,1.13,0.07,4.47,1,1,1513.14
Kepler-1589 b,Kepler-1589,1.19,,0.99165965,0.0205,2102.0,4614.18,Transit,2016,,6117.0,1.24,1.17,0.14,4.32,1,1,1513.14
Kepler-1589 b,Kepler-1589,0.92,,0.99166527,0.0203,1919.0,3206.91,Transit,2016,,6108.0,1.03,1.13,0.07,4.47,1,1,1513.14
Kepler-1589 b,Kepler-1589,1.27,,,,,5228.78,Transit,2016,,6115.0,1.32,,,,1,1,1513.14
Kepler-686 b,Kepler-686,12.1,,1.59474469,0.027,1569.0,,Transit,2016,2.0,5973.0,0.96,1.01,,4.48,1,1,1490.94
Kepler-686 b,Kepler-686,11.77,,1.59474546,0.0258,1540.0,1329.42,Transit,2016,,5934.0,0.89,0.9,-0.38,4.49,1,1,1490.94
Kepler-686 b,Kepler-686,12.15,,1.59474546,,,,Transit,2016,4.47,5649.0,0.92,0.94,-0.07,4.49,1,1,1490.94
Kepler-686 b,Kepler-686,14.374,,1.5947535,,1652.2561498,1761.29,Transit,2016,,5703.0,1.16,,,4.32,1,1,1490.94
Kepler-686 b,Kepler-686,,,1.59474545,,,,Transit,2016,,5703.0,1.16,1.02,,4.32,1,1,1490.94
Kepler-686 b,Kepler-686,,,1.59474546,,,,Transit,2016,,5703.0,1.16,1.02,,4.32,1,1,1490.94
Kepler-686 b,Kepler-686,11.3,,1.59474537,0.0258,1539.0,1329.42,Transit,2016,,5934.0,0.89,0.9,-0.38,4.49,1,1,1490.94
Kepler-686 b,Kepler-686,11.77,,1.59474546,0.0258,1540.0,1329.42,Transit,2016,,5934.0,0.89,0.9,-0.38,4.49,1,1,1490.94
Kepler-686 b,Kepler-686,14.29,,,,,2132.9,Transit,2016,,5935.0,1.13,,,,1,1,1490.94
Kepler-686 b,Kepler-686,,,1.59474537,,,,Transit,2016,,5703.0,1.16,1.02,,4.32,1,1,1490.94
Kepler-686 b,Kepler-686,11.77,,1.59474546,0.0258,1540.0,1329.42,Transit,2016,,5934.0,0.89,0.9,-0.38,4.49,1,1,1490.94
Kepler-1590 b,Kepler-1590,1.09,,7.61760804,0.0772,1019.0,255.32,Transit,2016,,6202.0,1.07,1.05,-0.12,4.4,1,1,771.152
Kepler-1590 b,Kepler-1590,1.09,,7.61760804,0.0772,1019.0,255.32,Transit,2016,,6202.0,1.07,1.05,-0.12,4.4,1,1,771.152
Kepler-1590 b,Kepler-1590,1.09,,7.61760804,0.0772,1019.0,255.32,Transit,2016,,6202.0,1.07,1.05,-0.12,4.4,1,1,771.152
Kepler-1590 b,Kepler-1590,,,7.61758198,,,,Transit,2016,,6010.0,0.99,1.11,,4.49,1,1,771.152
Kepler-1590 b,Kepler-1590,1.14,,7.61760804,,,,Transit,2016,3.39,6053.0,1.16,1.11,0.03,4.35,1,1,771.152
Kepler-1590 b,Kepler-1590,0.964,,,,,171.48,Transit,2016,,5707.0,1.04,,,,1,1,771.152
Kepler-1590 b,Kepler-1590,1.031,,7.61760804,0.07116,,194.9,Transit,2016,12.59,5707.0,1.02,0.83,-0.31,,1,1,771.152
Kepler-1590 b,Kepler-1590,1.0,,7.61758198,0.0772,1020.0,255.32,Transit,2016,,6202.0,1.07,1.05,-0.12,4.4,1,1,771.152
Kepler-1590 b,Kepler-1590,,,7.61764438,,,,Transit,2016,,6010.0,0.99,1.11,,4.49,1,1,771.152
Kepler-1591 b,Kepler-1591,1.597,,,,,439.43,Transit,2016,,5986.0,1.55,,,,1,1,1419.58
Kepler-1591 b,Kepler-1591,,,8.18504859,,,,Transit,2016,,6020.0,1.51,1.11,,4.12,1,1,1419.58
Kepler-1591 b,Kepler-1591,0.95,,8.18504949,0.0794,892.0,149.41,Transit,2016,,5984.0,0.91,0.99,-0.2,4.52,1,1,1419.58
Kepler-1591 b,Kepler-1591,0.95,,8.18504949,0.0794,892.0,149.41,Transit,2016,,5984.0,0.91,0.99,-0.2,4.52,1,1,1419.58
Kepler-1591 b,Kepler-1591,0.95,,8.18504949,0.0794,892.0,149.41,Transit,2016,,5984.0,0.91,0.99,-0.2,4.52,1,1,1419.58
Kepler-1591 b,Kepler-1591,0.93,,8.18504859,0.0794,892.0,149.41,Transit,2016,,5984.0,0.91,0.99,-0.2,4.52,1,1,1419.58
Kepler-1591 b,Kepler-1591,1.27,,8.18504949,,,,Transit,2016,3.24,6082.0,1.16,1.1,0.01,4.35,1,1,1419.58
Kepler-392 c,Kepler-392,,,10.42307379,,,,Transit,2014,,6026.51,1.15,1.12,-0.436,4.37,1,2,681.428
Kepler-392 c,Kepler-392,1.093,,,,,185.1,Transit,2014,,5951.0,1.16,,,,1,2,681.428
Kepler-392 c,Kepler-392,1.07,,10.42317343,0.0905,901.0,155.7,Transit,2014,,5767.0,1.14,0.91,-0.14,4.29,1,2,681.428
Kepler-392 c,Kepler-392,1.13,,10.42312041,,,,Transit,2014,4.37,6001.0,1.14,1.07,-0.02,4.35,1,2,681.428
Kepler-392 c,Kepler-392,1.1,,10.423118,0.093,,,Transit,2014,,5938.0,1.13,,,4.32,1,2,681.428
Kepler-392 c,Kepler-392,,,10.42317343,,,,Transit,2014,,6026.51,1.15,1.12,-0.436,4.37,1,2,681.428
Kepler-392 c,Kepler-392,1.067,,10.42312041,0.08933,,183.6,Transit,2014,10.72,5951.0,1.14,0.87,-0.35,,1,2,681.428
Kepler-392 c,Kepler-392,1.31,,10.42312041,0.0967,1088.0,330.95,Transit,2014,,6474.0,1.4,1.1,-0.3,4.19,1,2,681.428
Kepler-392 c,Kepler-392,1.31,,10.42312041,0.0967,1088.0,330.95,Transit,2014,,6474.0,1.4,1.1,-0.3,4.19,1,2,681.428
Kepler-392 c,Kepler-392,1.31,,10.42312041,0.0967,1088.0,330.95,Transit,2014,,6474.0,1.4,1.1,-0.3,4.19,1,2,681.428
Kepler-1952 b,Kepler-1952,1.239,,27.21080017,,,,Transit,2021,,5973.0,1.3,0.92,-0.34,4.17,1,1,852.062
Kepler-1952 b,Kepler-1952,1.29,,27.2111385,0.1724,725.0,65.27,Transit,2021,,5973.0,1.3,0.92,-0.34,4.17,1,1,852.062
Kepler-1952 b,Kepler-1952,1.29,,27.2111385,0.1724,725.0,65.27,Transit,2021,,5973.0,1.3,0.92,-0.34,4.17,1,1,852.062
Kepler-1952 b,Kepler-1952,1.73,,27.2106807,0.1724,725.0,65.27,Transit,2021,,5973.0,1.3,0.92,-0.34,4.17,1,1,852.062
Kepler-1952 b,Kepler-1952,,,27.21038339,,,,Transit,2021,,5908.74,,,-0.411,,1,1,852.062
Kepler-1952 b,Kepler-1952,,,27.2106807,,,,Transit,2021,,5908.74,,,-0.411,,1,1,852.062
Kepler-1952 b,Kepler-1952,1.29,,27.2111385,0.1724,725.0,65.27,Transit,2021,,5973.0,1.3,0.92,-0.34,4.17,1,1,852.062
Kepler-10 b,Kepler-10,1.45,,0.83749133,0.0168,1968.0,3545.07,Transit,2011,,5627.0,1.06,0.9,-0.15,4.34,1,3,185.506
Kepler-10 b,Kepler-10,,,0.83749128,,,,Transit,2011,,5706.0,1.09,1.02,-0.12,4.37,1,3,185.506
Kepler-10 b,Kepler-10,,3.24,0.837501,,,,Transit,2011,,5706.0,1.09,1.02,-0.12,4.37,1,3,185.506
Kepler-10 b,Kepler-10,2.005,,0.83749968,,1987.07837909,3684.52,Transit,2011,,5706.0,1.09,,,4.37,1,3,185.506
Kepler-10 b,Kepler-10,1.45,,0.83749133,0.0168,1968.0,3545.07,Transit,2011,,5627.0,1.06,0.9,-0.15,4.34,1,3,185.506
Kepler-10 b,Kepler-10,1.489,3.57,0.837,,,,Transit,2011,,5708.0,1.07,0.91,-0.15,4.34,1,3,185.506
Kepler-10 b,Kepler-10,,,,,,,Transit,2011,,5706.0,1.09,1.02,-0.12,4.37,1,3,185.506
Kepler-10 b,Kepler-10,1.47,3.26,0.8374907,0.01685,2188.0,3820.0,Transit,2011,10.6,5708.0,1.06,0.91,-0.15,,1,3,185.506
Kepler-10 b,Kepler-10,1.489,,0.83749133,0.01661,,3750.9,Transit,2011,12.88,5599.0,1.08,0.87,-0.11,,1,3,185.506
Kepler-10 b,Kepler-10,1.473,,0.83749026,,,,Transit,2011,,5706.0,1.09,1.02,-0.12,4.37,1,3,185.506
Kepler-10 b,Kepler-10,1.47,3.72,0.8374907,0.01685,,,Transit,2011,10.6,5708.0,1.06,0.91,-0.15,4.34,1,3,185.506
Kepler-10 b,Kepler-10,,,0.83749149,,,,Transit,2011,,5706.0,1.09,1.02,-0.12,4.37,1,3,185.506
Kepler-10 b,Kepler-10,1.489,,,,,3741.78,Transit,2011,,5599.0,1.09,,,,1,3,185.506
Kepler-10 b,Kepler-10,1.51,,0.83749133,,,,Transit,2011,9.12,5705.0,1.06,0.92,-0.14,4.35,1,3,185.506
Kepler-10 b,Kepler-10,1.45,,0.83749133,0.0168,1968.0,3545.07,Transit,2011,,5627.0,1.06,0.9,-0.15,4.34,1,3,185.506
Kepler-10 b,Kepler-10,1.46,4.6,0.8374912,0.01687,2160.0,,Transit,2011,10.41,5643.0,1.06,0.91,-0.15,,1,3,185.506
Kepler-10 b,Kepler-10,,,0.83749122,,,,Transit,2011,,5706.0,1.09,1.02,-0.12,4.37,1,3,185.506
Kepler-10 b,Kepler-10,1.43,,0.83749122,0.0167,1980.0,3630.32,Transit,2011,,5676.0,1.04,0.88,-0.12,4.35,1,3,185.506
Kepler-10 b,Kepler-10,1.481,4.60853,0.837491,0.0172,2130.0,,Transit,2011,,5627.0,1.06,0.91,-0.15,4.35,1,3,185.506
Kepler-10 b,Kepler-10,1.489,3.65784,0.83749133,0.016606,,,Transit,2011,,,,0.87,,,1,3,185.506
Kepler-10 b,Kepler-10,1.416,4.56,0.837495,0.01684,1833.0,,Transit,2011,11.9,5627.0,1.06,0.9,-0.15,4.34,1,3,185.506
Kepler-10 b,Kepler-10,1.47,3.33,0.8374907,0.01685,2169.0,,Transit,2011,10.6,5708.0,1.06,0.91,-0.15,4.34,1,3,185.506
Kepler-10 b,Kepler-10,1.37,,0.8374908,0.017,1903.0,,Transit,2011,10.0,5627.0,1.0,0.91,,4.39,1,3,185.506
Kepler-1728 b,Kepler-1728,,,4.78300387,,,,Transit,2021,,5021.0,0.82,0.83,,4.53,1,1,651.783
Kepler-1728 b,Kepler-1728,2.5,,4.7830027,0.0535,886.0,145.48,Transit,2021,,5170.0,0.81,0.89,0.18,4.57,1,1,651.783
Kepler-1728 b,Kepler-1728,2.6,,4.783,0.05,864.0,,Transit,2021,12.8,5073.0,0.74,0.75,,4.57,1,1,651.783
Kepler-1728 b,Kepler-1728,2.76,,4.78300451,0.0535,886.0,145.48,Transit,2021,,5170.0,0.81,0.89,0.18,4.57,1,1,651.783
Kepler-1728 b,Kepler-1728,2.955,,4.78299999,,,,Transit,2021,,5170.0,0.81,0.89,0.18,4.57,1,1,651.783
Kepler-1728 b,Kepler-1728,2.76,,4.78300451,0.0535,886.0,145.48,Transit,2021,,5170.0,0.81,0.89,0.18,4.57,1,1,651.783
Kepler-1728 b,Kepler-1728,,,4.7830027,,,,Transit,2021,,5021.0,0.82,0.83,,4.53,1,1,651.783
Kepler-1728 b,Kepler-1728,2.76,,4.78300451,0.0535,886.0,145.48,Transit,2021,,5170.0,0.81,0.89,0.18,4.57,1,1,651.783
Kepler-1592 b,Kepler-1592,,,3.05706469,,,,Transit,2016,,6097.0,1.61,1.15,,4.09,1,1,1639.47
Kepler-1592 b,Kepler-1592,,,3.0570982,,,,Transit,2016,,6097.0,1.61,1.15,,4.09,1,1,1639.47
Kepler-1592 b,Kepler-1592,1.02,,3.05710069,0.04,1209.0,504.87,Transit,2016,,6020.0,0.83,0.91,-0.48,4.56,1,1,1639.47
Kepler-1592 b,Kepler-1592,1.937,,,,,1918.34,Transit,2016,,6031.0,1.61,,,,1,1,1639.47
Kepler-1592 b,Kepler-1592,1.02,,3.05710069,0.04,1209.0,504.87,Transit,2016,,6020.0,0.83,0.91,-0.48,4.56,1,1,1639.47
Kepler-1592 b,Kepler-1592,0.99,,3.0570982,0.04,1202.0,493.09,Transit,2016,,6021.0,0.82,0.92,-0.5,4.57,1,1,1639.47
Kepler-1592 b,Kepler-1592,1.54,,3.05710069,,,,Transit,2016,2.69,6213.0,1.28,1.18,0.04,4.29,1,1,1639.47
Kepler-1592 b,Kepler-1592,1.02,,3.05710069,0.04,1209.0,504.87,Transit,2016,,6020.0,0.83,0.91,-0.48,4.56,1,1,1639.47
Kepler-147 c,Kepler-147,2.78,,33.4160034,,,,Transit,2014,4.47,6025.0,1.34,1.14,0.07,4.24,1,2,1042.02
Kepler-147 c,Kepler-147,3.174,,33.4160034,0.21255,,57.2,Transit,2014,5.5,5943.0,1.52,1.15,0.1,,1,2,1042.02
Kepler-147 c,Kepler-147,2.63,,33.4160034,0.2098,650.0,42.11,Transit,2014,,6010.0,1.26,1.1,0.08,4.28,1,2,1042.02
Kepler-147 c,Kepler-147,2.43,,33.416423,0.216,,,Transit,2014,,6012.0,1.47,,,4.18,1,2,1042.02
Kepler-147 c,Kepler-147,,,33.4160553,,,,Transit,2014,,5887.37,1.57,1.07,-0.01,4.07,1,2,1042.02
Kepler-147 c,Kepler-147,2.27,,33.418,0.201,634.0,,Transit,2014,8.3,5894.0,1.19,0.98,,4.27,1,2,1042.02
Kepler-147 c,Kepler-147,3.262,,,,,61.29,Transit,2014,,5943.0,1.55,,,,1,2,1042.02
Kepler-147 c,Kepler-147,2.63,,33.4160034,0.2098,650.0,42.11,Transit,2014,,6010.0,1.26,1.1,0.08,4.28,1,2,1042.02
Kepler-147 c,Kepler-147,2.63,,33.4160034,0.2098,650.0,42.11,Transit,2014,,6010.0,1.26,1.1,0.08,4.28,1,2,1042.02
Kepler-147 c,Kepler-147,,,33.41573724,,,,Transit,2014,,5887.37,1.57,1.07,-0.01,4.07,1,2,1042.02
Kepler-147 c,Kepler-147,,,33.41600279,,,,Transit,2014,,5887.37,1.57,1.07,-0.01,4.07,1,2,1042.02
Kepler-147 c,Kepler-147,2.98,,33.4160553,0.2102,689.0,53.18,Transit,2014,,6007.0,1.42,1.11,0.07,4.18,1,2,1042.02
Kepler-1593 b,Kepler-1593,,,174.510276,,,,Transit,2016,,4563.0,0.72,0.72,,4.58,1,1,638.249
Kepler-1593 b,Kepler-1593,1.91,,174.509835,0.4839,187.0,0.29,Transit,2016,,4366.0,0.46,0.49,-1.46,4.82,1,1,638.249
Kepler-1593 b,Kepler-1593,2.91,,174.5085,0.546,260.0,0.71,Transit,2016,3.4,4745.0,0.7,0.72,-0.1,4.62,1,1,638.249
Kepler-1593 b,Kepler-1593,,,174.51072015,,,,Transit,2016,,4563.0,0.72,0.72,,4.58,1,1,638.249
Kepler-1593 b,Kepler-1593,1.91,,174.509835,0.4839,187.0,0.29,Transit,2016,,4366.0,0.46,0.49,-1.46,4.82,1,1,638.249
Kepler-1593 b,Kepler-1593,1.91,,174.509835,0.4839,187.0,0.29,Transit,2016,,4366.0,0.46,0.49,-1.46,4.82,1,1,638.249
Kepler-1593 b,Kepler-1593,,,174.51160947,,,,Transit,2016,,4563.0,0.72,0.72,,4.58,1,1,638.249
Kepler-1593 b,Kepler-1593,1.74,,174.510276,0.4836,186.0,0.28,Transit,2016,,4367.0,0.45,0.5,-1.46,4.82,1,1,638.249
Kepler-1593 b,Kepler-1593,2.583,,,,,0.89,Transit,2016,,4758.0,0.67,,,,1,1,638.249
Kepler-1593 b,Kepler-1593,2.775,,174.509835,0.55494,,0.7,Transit,2016,1.58,4758.0,0.66,0.75,0.07,,1,1,638.249
Kepler-1593 b,Kepler-1593,3.17,,174.509835,,,,Transit,2016,3.63,4995.0,0.77,0.81,0.02,4.59,1,1,638.249
Kepler-544 b,Kepler-544,,,21.41635034,,,,Transit,2016,,6244.51,1.57,1.21,-0.28,4.13,1,1,963.18
Kepler-544 b,Kepler-544,2.09,,21.41624083,0.1553,748.0,74.2,Transit,2016,,6156.0,1.18,1.08,0.0,4.33,1,1,963.18
Kepler-544 b,Kepler-544,2.02,,21.41616926,0.1611,743.0,72.16,Transit,2016,,6343.0,1.14,1.21,0.07,4.41,1,1,963.18
Kepler-544 b,Kepler-544,2.02,,21.41616926,0.1611,743.0,72.16,Transit,2016,,6343.0,1.14,1.21,0.07,4.41,1,1,963.18
Kepler-544 b,Kepler-544,2.651,,,,,126.03,Transit,2016,,6241.0,1.49,,,,1,1,963.18
Kepler-544 b,Kepler-544,,,21.41611518,,,,Transit,2016,,6244.51,1.57,1.21,-0.28,4.13,1,1,963.18
Kepler-544 b,Kepler-544,2.12,,21.41616926,,,,Transit,2016,2.63,6206.0,1.22,1.16,0.02,4.33,1,1,963.18
Kepler-544 b,Kepler-544,,,21.41624083,,,,Transit,2016,,6244.51,1.57,1.21,-0.28,4.13,1,1,963.18
Kepler-544 b,Kepler-544,1.97,,21.41664,0.157,711.0,,Transit,2016,0.2,6269.0,1.04,1.12,,4.46,1,1,963.18
Kepler-544 b,Kepler-544,2.599,,21.41616926,0.15482,,121.8,Transit,2016,5.37,6241.0,1.47,1.08,-0.2,,1,1,963.18
Kepler-544 b,Kepler-544,2.02,,21.41616926,0.1611,743.0,72.16,Transit,2016,,6343.0,1.14,1.21,0.07,4.41,1,1,963.18
Kepler-1594 b,Kepler-1594,1.04,,2.71603809,0.0391,1388.0,877.28,Transit,2016,,6191.0,1.01,1.07,-0.14,4.46,1,1,976.868
Kepler-1594 b,Kepler-1594,,,2.71603664,,,,Transit,2016,,5857.0,0.97,1.06,,4.49,1,1,976.868
Kepler-1594 b,Kepler-1594,1.04,,2.71603809,0.0391,1388.0,877.28,Transit,2016,,6191.0,1.01,1.07,-0.14,4.46,1,1,976.868
Kepler-1594 b,Kepler-1594,,,2.71603169,,,,Transit,2016,,5857.0,0.97,1.06,,4.49,1,1,976.868
Kepler-1594 b,Kepler-1594,1.04,,2.71603809,0.0391,1388.0,877.28,Transit,2016,,6191.0,1.01,1.07,-0.14,4.46,1,1,976.868
Kepler-1594 b,Kepler-1594,1.05,,2.71603664,0.0396,1360.0,807.43,Transit,2016,,6011.0,1.04,1.12,0.14,4.45,1,1,976.868
Kepler-1594 b,Kepler-1594,1.06,,2.71603809,,,,Transit,2016,3.89,5946.0,1.08,1.06,0.03,4.39,1,1,976.868
Kepler-1594 b,Kepler-1594,0.959,,,,,672.41,Transit,2016,,6010.0,0.95,,,,1,1,976.868
Kepler-1595 b,Kepler-1595,,,4.56383697,,,,Transit,2016,,5148.0,0.83,0.87,,4.54,1,1,845.022
Kepler-1595 b,Kepler-1595,1.23,,4.56380468,,,,Transit,2016,4.68,5203.0,0.8,0.84,-0.02,4.56,1,1,845.022
Kepler-1595 b,Kepler-1595,1.28,,4.56380468,0.051,980.0,218.18,Transit,2016,,5408.0,0.86,0.85,-0.06,4.5,1,1,845.022
Kepler-1595 b,Kepler-1595,1.28,,4.56380468,0.051,980.0,218.18,Transit,2016,,5408.0,0.86,0.85,-0.06,4.5,1,1,845.022
Kepler-1595 b,Kepler-1595,1.28,,4.56380468,0.051,980.0,218.18,Transit,2016,,5408.0,0.86,0.85,-0.06,4.5,1,1,845.022
Kepler-1595 b,Kepler-1595,,,4.56374756,,,,Transit,2016,,5148.0,0.83,0.87,,4.54,1,1,845.022
Kepler-1595 b,Kepler-1595,1.127,,,,,185.57,Transit,2016,,5405.0,0.79,,,,1,1,845.022
Kepler-1595 b,Kepler-1595,1.22,,4.56383697,0.051,980.0,218.18,Transit,2016,,5408.0,0.86,0.85,-0.06,4.5,1,1,845.022
Kepler-577 b,Kepler-577,,,25.69581456,,,,Transit,2016,,4987.0,0.71,0.83,,4.66,1,1,524.247
Kepler-577 b,Kepler-577,2.37,,25.69597,0.157,467.0,,Transit,2016,0.8,5057.0,0.69,0.78,,4.66,1,1,524.247
Kepler-577 b,Kepler-577,2.55,,25.69578251,,,,Transit,2016,3.8,4984.0,0.73,0.78,-0.14,4.61,1,1,524.247
Kepler-577 b,Kepler-577,,,25.69587165,,,,Transit,2016,,4987.0,0.71,0.83,,4.66,1,1,524.247
Kepler-577 b,Kepler-577,1.68,,25.69578251,0.1353,315.0,2.32,Transit,2016,,3789.0,0.48,0.5,-0.21,4.77,1,1,524.247
Kepler-577 b,Kepler-577,1.68,,25.69578251,0.1353,315.0,2.32,Transit,2016,,3789.0,0.48,0.5,-0.21,4.77,1,1,524.247
Kepler-577 b,Kepler-577,,,25.69582143,,,,Transit,2016,,4987.0,0.71,0.83,,4.66,1,1,524.247
Kepler-577 b,Kepler-577,2.657,,,,,5.69,Transit,2016,,3789.0,0.75,,,,1,1,524.247
Kepler-577 b,Kepler-577,1.7,,25.69581456,0.1348,314.0,2.3,Transit,2016,,3787.0,0.48,0.5,-0.22,4.78,1,1,524.247
Kepler-577 b,Kepler-577,1.68,,25.69578251,0.1353,315.0,2.32,Transit,2016,,3789.0,0.48,0.5,-0.21,4.77,1,1,524.247
Kepler-1596 b,Kepler-1596,2.02,,66.373379,0.322,471.0,11.68,Transit,2016,,6139.0,0.98,1.01,-0.22,4.46,1,1,2146.23
Kepler-1596 b,Kepler-1596,3.378,,,,,33.38,Transit,2016,,6143.0,1.66,,,,1,1,2146.23
Kepler-1596 b,Kepler-1596,,,66.36860932,,,,Transit,2016,,5679.0,1.7,1.01,,3.98,1,1,2146.23
Kepler-1596 b,Kepler-1596,,,66.373298,,,,Transit,2016,,5679.0,1.7,1.01,,3.98,1,1,2146.23
Kepler-1596 b,Kepler-1596,1.99,,66.373298,0.3237,471.0,11.59,Transit,2016,,6143.0,0.98,1.03,-0.22,4.47,1,1,2146.23
Kepler-1596 b,Kepler-1596,1.9,,66.373379,,,,Transit,2016,3.89,5706.0,0.92,0.95,-0.11,4.49,1,1,2146.23
Kepler-1596 b,Kepler-1596,2.02,,66.373379,0.322,471.0,11.68,Transit,2016,,6139.0,0.98,1.01,-0.22,4.46,1,1,2146.23
Kepler-1596 b,Kepler-1596,2.02,,66.373379,0.322,471.0,11.68,Transit,2016,,6139.0,0.98,1.01,-0.22,4.46,1,1,2146.23
Kepler-1596 b,Kepler-1596,,,66.36684948,,,,Transit,2016,,5679.0,1.7,1.01,,3.98,1,1,2146.23
Kepler-403 d,Kepler-403,1.764,,13.61159129,0.12178,,271.1,Transit,2016,3.55,6094.0,1.8,1.3,0.09,,1,3,840.269
Kepler-403 d,Kepler-403,1.09,,13.61159129,0.1153,833.0,114.0,Transit,2016,,6086.0,1.11,1.1,0.06,4.39,1,3,840.269
Kepler-403 d,Kepler-403,1.764,,13.61159129,0.121735,,,Transit,2016,,,,1.3,,,1,3,840.269
Kepler-403 d,Kepler-403,,,13.61213608,,,,Transit,2016,,6111.03,1.87,1.15,0.079,3.95,1,3,840.269
Kepler-403 d,Kepler-403,,,13.61165024,,,,Transit,2016,,6111.03,1.87,1.15,0.079,3.95,1,3,840.269
Kepler-403 d,Kepler-403,1.09,,13.61159129,0.1153,833.0,114.0,Transit,2016,,6086.0,1.11,1.1,0.06,4.39,1,3,840.269
Kepler-403 d,Kepler-403,1.42,,13.61159129,,,,Transit,2016,3.09,6209.0,1.45,1.25,0.16,4.21,1,3,840.269
Kepler-403 d,Kepler-403,1.09,,13.61159129,0.1153,833.0,114.0,Transit,2016,,6086.0,1.11,1.1,0.06,4.39,1,3,840.269
Kepler-403 d,Kepler-403,1.795,,,,,285.3,Transit,2016,,6094.0,1.84,,,,1,3,840.269
Kepler-403 d,Kepler-403,,,13.61167162,,,,Transit,2016,,6111.03,1.87,1.15,0.079,3.95,1,3,840.269
Kepler-403 d,Kepler-403,1.46,,13.61165024,0.1211,958.0,198.73,Transit,2016,,6170.0,1.5,1.28,0.24,4.19,1,3,840.269
Kepler-1953 b,Kepler-1953,1.11,,6.24563503,0.0606,739.0,70.42,Transit,2021,,4859.0,0.72,0.76,-0.04,4.61,1,1,605.631
Kepler-1953 b,Kepler-1953,1.11,,6.24563503,0.0606,739.0,70.42,Transit,2021,,4859.0,0.72,0.76,-0.04,4.61,1,1,605.631
Kepler-1953 b,Kepler-1953,1.286,,6.24565983,,,,Transit,2021,,4858.0,0.71,0.79,-0.02,4.62,1,1,605.631
Kepler-1953 b,Kepler-1953,1.06,,6.24564633,0.0607,731.0,67.62,Transit,2021,,4858.0,0.71,0.79,-0.02,4.62,1,1,605.631
Kepler-1953 b,Kepler-1953,1.11,,6.24563503,0.0606,739.0,70.42,Transit,2021,,4859.0,0.72,0.76,-0.04,4.61,1,1,605.631
Kepler-1953 b,Kepler-1953,,,6.24564633,,,,Transit,2021,,4621.0,0.76,0.73,,4.54,1,1,605.631
Kepler-1597 b,Kepler-1597,1.06,,2.94654179,,,,Transit,2016,2.4,6377.0,1.39,1.25,0.02,4.24,1,1,1221.05
Kepler-1597 b,Kepler-1597,0.91,,2.94654179,0.0427,1499.0,1193.77,Transit,2016,,6484.0,1.17,1.2,-0.08,4.38,1,1,1221.05
Kepler-1597 b,Kepler-1597,0.91,,2.94654179,0.0427,1499.0,1193.77,Transit,2016,,6484.0,1.17,1.2,-0.08,4.38,1,1,1221.05
Kepler-1597 b,Kepler-1597,1.058,,2.94654179,0.04136,,1443.2,Transit,2016,5.01,6205.0,1.36,1.09,-0.13,,1,1,1221.05
Kepler-1597 b,Kepler-1597,,,2.94652342,,,,Transit,2016,,6374.0,1.35,1.27,,4.28,1,1,1221.05
Kepler-1597 b,Kepler-1597,1.065,,,,,1431.31,Transit,2016,,6205.0,1.4,,,,1,1,1221.05
